liga,temporada,equipo,sector,passes,avg_dist,completion
Spain_Primera_Division,2025-2026,Girona FC,7,606,13.68,96.4
Spain_Primera_Division,2025-2026,Girona FC,8,688,13.74,96.2
Spain_Primera_Division,2025-2026,Girona FC,9,669,14.66,96.1
Spain_Primera_Division,2025-2026,Girona FC,10,806,14.52,94.0
Spain_Primera_Division,2025-2026,Girona FC,11,922,16.04,91.4
Spain_Primera_Division,2025-2026,Girona FC,12,1238,17.06,88.3
Spain_Primera_Division,2025-2026,Girona FC,13,1450,17.74,87.4
Spain_Primera_Division,2025-2026,Girona FC,14,1239,18.67,78.9
Spain_Primera_Division,2025-2026,Girona FC,15,1216,22.82,61.5
Spain_Primera_Division,2025-2026,Real Club Deportivo Mallorca,0,1482,23.33,57.4
Spain_Primera_Division,2025-2026,Real Club Deportivo Mallorca,1,1029,19.45,70.5
Spain_Primera_Division,2025-2026,Real Club Deportivo Mallorca,2,1046,19.14,81.8
Spain_Primera_Division,2025-2026,Real Club Deportivo Mallorca,3,1084,18.05,85.6
Spain_Primera_Division,2025-2026,Real Club Deportivo Mallorca,4,779,16.5,89.3
Spain_Primera_Division,2025-2026,Real Club Deportivo Mallorca,5,621,15.4,93.4
Spain_Primera_Division,2025-2026,Real Club Deportivo Mallorca,6,530,15.77,94.9
Spain_Primera_Division,2025-2026,Real Club Deportivo Mallorca,7,501,14.68,96.2
Spain_Primera_Division,2025-2026,Real Club Deportivo Mallorca,8,581,14.4,95.4
Spain_Primera_Division,2025-2026,Real Club Deportivo Mallorca,9,569,16.22,95.3
Spain_Primera_Division,2025-2026,Real Club Deportivo Mallorca,10,577,15.67,93.2
Spain_Primera_Division,2025-2026,Real Club Deportivo Mallorca,11,790,17.19,88.4
Spain_Primera_Division,2025-2026,Real Club Deportivo Mallorca,12,1013,18.21,83.9
Spain_Primera_Division,2025-2026,Real Club Deportivo Mallorca,13,1021,18.25,81.1
Spain_Primera_Division,2025-2026,Real Club Deportivo Mallorca,14,895,20.21,71.5
Spain_Primera_Division,2025-2026,Real Club Deportivo Mallorca,15,1366,23.52,54.7
Spain_Primera_Division,2025-2026,Levante UD,0,1320,24.06,52.3
Spain_Primera_Division,2025-2026,Levante UD,1,909,20.0,67.7
Spain_Primera_Division,2025-2026,Levante UD,2,1002,18.79,76.8
Spain_Primera_Division,2025-2026,Levante UD,3,897,19.01,86.0
Spain_Primera_Division,2025-2026,Levante UD,4,722,16.38,87.1
Spain_Primera_Division,2025-2026,Levante UD,5,569,13.87,93.5
Spain_Primera_Division,2025-2026,Levante UD,6,515,14.61,96.7
Spain_Primera_Division,2025-2026,Levante UD,7,391,13.81,94.6
Spain_Primera_Division,2025-2026,Levante UD,8,493,13.63,92.9
Spain_Primera_Division,2025-2026,Levante UD,9,564,15.39,95.7
Spain_Primera_Division,2025-2026,Levante UD,10,568,14.65,94.0
Spain_Primera_Division,2025-2026,Levante UD,11,687,16.21,88.4
Spain_Primera_Division,2025-2026,Levante UD,12,1009,18.08,86.9
Spain_Primera_Division,2025-2026,Levante UD,13,998,17.27,82.0
Spain_Primera_Division,2025-2026,Levante UD,14,904,19.86,71.7
Spain_Primera_Division,2025-2026,Levante UD,15,1184,24.96,52.4
Spain_Primera_Division,2025-2026,Real Club Celta de Vigo,0,1346,20.75,63.7
Spain_Primera_Division,2025-2026,Real Club Celta de Vigo,1,1249,18.36,78.6
Spain_Primera_Division,2025-2026,Real Club Celta de Vigo,2,1473,17.82,85.7
Spain_Primera_Division,2025-2026,Real Club Celta de Vigo,3,1522,17.08,90.2
Spain_Primera_Division,2025-2026,Real Club Celta de Vigo,4,1206,16.42,91.9
Spain_Primera_Division,2025-2026,Real Club Celta de Vigo,5,934,15.42,95.5
Spain_Primera_Division,2025-2026,Real Club Celta de Vigo,6,699,15.61,97.0
Spain_Primera_Division,2025-2026,Real Club Celta de Vigo,7,539,14.74,94.6
Spain_Primera_Division,2025-2026,Real Club Celta de Vigo,8,632,13.89,94.0
Spain_Primera_Division,2025-2026,Real Club Celta de Vigo,9,722,15.41,96.4
Spain_Primera_Division,2025-2026,Real Club Celta de Vigo,10,896,15.47,96.1
Spain_Primera_Division,2025-2026,Real Club Celta de Vigo,11,1163,16.68,93.1
Spain_Primera_Division,2025-2026,Real Club Celta de Vigo,12,1538,17.49,90.3
Spain_Primera_Division,2025-2026,Real Club Celta de Vigo,13,1392,18.25,86.9
Spain_Primera_Division,2025-2026,Real Club Celta de Vigo,14,1100,19.16,77.1
Spain_Primera_Division,2025-2026,Real Club Celta de Vigo,15,1200,21.03,62.6
Spain_Primera_Division,2025-2026,CA Osasuna,0,1429,21.35,57.5
Spain_Primera_Division,2025-2026,CA Osasuna,1,1134,18.42,73.5
Spain_Primera_Division,2025-2026,CA Osasuna,2,1109,18.09,78.7
Spain_Primera_Division,2025-2026,CA Osasuna,3,1104,17.87,84.2
Spain_Primera_Division,2025-2026,CA Osasuna,4,861,15.38,88.0
Spain_Primera_Division,2025-2026,CA Osasuna,5,579,14.76,94.0
Spain_Primera_Division,2025-2026,CA Osasuna,6,502,14.87,94.6
Spain_Primera_Division,2025-2026,CA Osasuna,7,467,12.74,92.1
Spain_Primera_Division,2025-2026,CA Osasuna,8,533,12.75,94.6
Spain_Primera_Division,2025-2026,CA Osasuna,9,530,13.96,95.5
Spain_Primera_Division,2025-2026,CA Osasuna,10,632,14.7,95.4
Spain_Primera_Division,2025-2026,CA Osasuna,11,786,16.15,88.9
Spain_Primera_Division,2025-2026,CA Osasuna,12,1060,17.78,81.6
Spain_Primera_Division,2025-2026,CA Osasuna,13,991,18.72,77.3
Spain_Primera_Division,2025-2026,CA Osasuna,14,940,19.07,69.9
Spain_Primera_Division,2025-2026,CA Osasuna,15,1241,22.13,56.2
Spain_Primera_Division,2025-2026,Rayo Vallecano de Madrid,0,1371,24.72,56.5
Spain_Primera_Division,2025-2026,Rayo Vallecano de Madrid,1,1149,22.8,71.0
Spain_Primera_Division,2025-2026,Rayo Vallecano de Madrid,2,1130,18.79,82.4
Spain_Primera_Division,2025-2026,Rayo Vallecano de Madrid,3,1065,17.45,85.8
Spain_Primera_Division,2025-2026,Rayo Vallecano de Madrid,4,931,16.06,88.4
Spain_Primera_Division,2025-2026,Rayo Vallecano de Madrid,5,710,14.93,94.4
Spain_Primera_Division,2025-2026,Rayo Vallecano de Madrid,6,613,15.53,96.1
Spain_Primera_Division,2025-2026,Rayo Vallecano de Madrid,7,506,15.07,93.7
Spain_Primera_Division,2025-2026,Rayo Vallecano de Madrid,8,608,14.83,95.7
Spain_Primera_Division,2025-2026,Rayo Vallecano de Madrid,9,612,16.75,97.2
Spain_Primera_Division,2025-2026,Rayo Vallecano de Madrid,10,675,14.87,94.8
Spain_Primera_Division,2025-2026,Rayo Vallecano de Madrid,11,887,16.03,89.7
Spain_Primera_Division,2025-2026,Rayo Vallecano de Madrid,12,1105,17.85,81.4
Spain_Primera_Division,2025-2026,Rayo Vallecano de Madrid,13,1206,19.15,81.4
Spain_Primera_Division,2025-2026,Rayo Vallecano de Madrid,14,1115,22.45,73.0
Spain_Primera_Division,2025-2026,Rayo Vallecano de Madrid,15,1267,26.12,54.9
Spain_Primera_Division,2025-2026,Deportivo Alavés,0,1288,22.34,55.0
Spain_Primera_Division,2025-2026,Deportivo Alavés,1,917,17.54,69.7
Spain_Primera_Division,2025-2026,Deportivo Alavés,2,1081,16.25,80.7
Spain_Primera_Division,2025-2026,Deportivo Alavés,3,1201,16.06,82.8
Spain_Primera_Division,2025-2026,Deportivo Alavés,4,875,14.97,83.8
Spain_Primera_Division,2025-2026,Deportivo Alavés,5,710,13.87,93.8
Spain_Primera_Division,2025-2026,Deportivo Alavés,6,587,13.74,94.7
Spain_Primera_Division,2025-2026,Deportivo Alavés,7,526,13.8,93.7
Spain_Primera_Division,2025-2026,Deportivo Alavés,8,592,14.61,95.8
Spain_Primera_Division,2025-2026,Deportivo Alavés,9,563,14.49,95.9
Spain_Primera_Division,2025-2026,Deportivo Alavés,10,611,13.74,92.6
Spain_Primera_Division,2025-2026,Deportivo Alavés,11,892,15.08,91.0
Spain_Primera_Division,2025-2026,Deportivo Alavés,12,1134,15.95,85.2
Spain_Primera_Division,2025-2026,Deportivo Alavés,13,1143,16.8,81.0
Spain_Primera_Division,2025-2026,Deportivo Alavés,14,1078,18.91,72.4
Spain_Primera_Division,2025-2026,Deportivo Alavés,15,1386,24.24,56.3
Spain_Primera_Division,2025-2026,Real Madrid CF,0,1540,18.98,74.5
Spain_Primera_Division,2025-2026,Real Madrid CF,1,1605,18.46,82.4
Spain_Primera_Division,2025-2026,Real Madrid CF,2,1851,18.6,88.7
Spain_Primera_Division,2025-2026,Real Madrid CF,3,1758,18.35,90.7
Spain_Primera_Division,2025-2026,Real Madrid CF,4,1457,16.3,94.3
Spain_Primera_Division,2025-2026,Real Madrid CF,5,1008,15.55,96.8
Spain_Primera_Division,2025-2026,Real Madrid CF,6,760,14.98,97.4
Spain_Primera_Division,2025-2026,Real Madrid CF,7,663,13.93,96.8
Spain_Primera_Division,2025-2026,Real Madrid CF,8,708,13.45,95.9
Spain_Primera_Division,2025-2026,Real Madrid CF,9,853,13.85,97.7
Spain_Primera_Division,2025-2026,Real Madrid CF,10,1100,14.78,95.5
Spain_Primera_Division,2025-2026,Real Madrid CF,11,1523,16.89,92.6
Spain_Primera_Division,2025-2026,Real Madrid CF,12,1794,18.31,91.8
Spain_Primera_Division,2025-2026,Real Madrid CF,13,1565,17.62,88.2
Spain_Primera_Division,2025-2026,Real Madrid CF,14,1240,18.0,81.0
Spain_Primera_Division,2025-2026,Real Madrid CF,15,1319,18.83,71.0
Spain_Primera_Division,2025-2026,FC Barcelona,0,1454,18.02,69.5
Spain_Primera_Division,2025-2026,FC Barcelona,1,1612,16.7,81.6
Spain_Primera_Division,2025-2026,FC Barcelona,2,2105,16.77,89.1
Spain_Primera_Division,2025-2026,FC Barcelona,3,1997,16.76,90.7
Spain_Primera_Division,2025-2026,FC Barcelona,4,1579,14.96,93.4
Spain_Primera_Division,2025-2026,FC Barcelona,5,1184,13.77,97.2
Spain_Primera_Division,2025-2026,FC Barcelona,6,886,13.84,97.6
Spain_Primera_Division,2025-2026,FC Barcelona,7,719,12.57,96.4
Spain_Primera_Division,2025-2026,FC Barcelona,8,769,12.81,95.7
Spain_Primera_Division,2025-2026,FC Barcelona,9,967,14.44,97.6
Spain_Primera_Division,2025-2026,FC Barcelona,10,1152,13.79,96.9
Spain_Primera_Division,2025-2026,FC Barcelona,11,1658,15.66,94.2
Spain_Primera_Division,2025-2026,FC Barcelona,12,2240,16.43,91.4
Spain_Primera_Division,2025-2026,FC Barcelona,13,1956,16.88,88.8
Spain_Primera_Division,2025-2026,FC Barcelona,14,1492,16.02,82.0
Spain_Primera_Division,2025-2026,FC Barcelona,15,1378,17.15,73.8
Spain_Primera_Division,2025-2026,Sevilla FC,0,1373,21.36,54.8
Spain_Primera_Division,2025-2026,Sevilla FC,1,1020,19.16,71.5
Spain_Primera_Division,2025-2026,Sevilla FC,2,1112,19.0,82.0
Spain_Primera_Division,2025-2026,Sevilla FC,3,1118,18.15,85.3
Spain_Primera_Division,2025-2026,Sevilla FC,4,900,17.12,91.3
Spain_Primera_Division,2025-2026,Sevilla FC,5,665,16.0,94.1
Spain_Primera_Division,2025-2026,Sevilla FC,6,571,16.76,95.4
Spain_Primera_Division,2025-2026,Sevilla FC,7,543,15.06,95.8
Spain_Primera_Division,2025-2026,Sevilla FC,8,519,14.93,96.7
Spain_Primera_Division,2025-2026,Sevilla FC,9,583,15.51,94.5
Spain_Primera_Division,2025-2026,Sevilla FC,10,682,14.83,92.2
Spain_Primera_Division,2025-2026,Sevilla FC,11,800,16.75,90.6
Spain_Primera_Division,2025-2026,Sevilla FC,12,1181,18.11,87.6
Spain_Primera_Division,2025-2026,Sevilla FC,13,1060,18.33,82.2
Spain_Primera_Division,2025-2026,Sevilla FC,14,1017,19.51,72.2
Spain_Primera_Division,2025-2026,Sevilla FC,15,1299,23.22,55.7
Spain_Primera_Division,2025-2026,Real Sociedad de Fútbol,0,1554,19.36,63.2
Spain_Primera_Division,2025-2026,Real Sociedad de Fútbol,1,1168,18.75,74.1
Spain_Primera_Division,2025-2026,Real Sociedad de Fútbol,2,1273,17.53,82.7
Spain_Primera_Division,2025-2026,Real Sociedad de Fútbol,3,1148,16.92,85.9
Spain_Primera_Division,2025-2026,Real Sociedad de Fútbol,4,976,15.28,88.3
Spain_Primera_Division,2025-2026,Real Sociedad de Fútbol,5,693,14.17,94.5
Spain_Primera_Division,2025-2026,Real Sociedad de Fútbol,6,640,14.47,95.8
Spain_Primera_Division,2025-2026,Real Sociedad de Fútbol,7,544,14.26,96.7
Spain_Primera_Division,2025-2026,Real Sociedad de Fútbol,8,596,14.25,95.5
Spain_Primera_Division,2025-2026,Real Sociedad de Fútbol,9,634,15.8,97.3
Spain_Primera_Division,2025-2026,Real Sociedad de Fútbol,10,697,15.02,93.7
Spain_Primera_Division,2025-2026,Real Sociedad de Fútbol,11,841,15.84,87.6
Spain_Primera_Division,2025-2026,Real Sociedad de Fútbol,12,1325,17.07,85.3
Spain_Primera_Division,2025-2026,Real Sociedad de Fútbol,13,1231,17.95,82.2
Spain_Primera_Division,2025-2026,Real Sociedad de Fútbol,14,1137,19.06,76.5
Spain_Primera_Division,2025-2026,Real Sociedad de Fútbol,15,1410,19.25,63.0
Spain_Primera_Division,2025-2026,Villarreal CF,0,1220,22.29,54.3
Spain_Primera_Division,2025-2026,Villarreal CF,1,1014,19.14,76.4
Spain_Primera_Division,2025-2026,Villarreal CF,2,1200,18.15,83.8
Spain_Primera_Division,2025-2026,Villarreal CF,3,1190,17.14,87.7
Spain_Primera_Division,2025-2026,Villarreal CF,4,938,15.25,91.6
Spain_Primera_Division,2025-2026,Villarreal CF,5,684,14.42,93.1
Spain_Primera_Division,2025-2026,Villarreal CF,6,497,12.99,93.8
Spain_Primera_Division,2025-2026,Villarreal CF,7,455,13.83,96.3
Spain_Primera_Division,2025-2026,Villarreal CF,8,437,13.96,93.1
Spain_Primera_Division,2025-2026,Villarreal CF,9,502,14.12,97.4
Spain_Primera_Division,2025-2026,Villarreal CF,10,608,14.61,95.4
Spain_Primera_Division,2025-2026,Villarreal CF,11,938,15.84,90.5
Spain_Primera_Division,2025-2026,Villarreal CF,12,1259,16.82,86.6
Spain_Primera_Division,2025-2026,Villarreal CF,13,1237,18.59,81.7
Spain_Primera_Division,2025-2026,Villarreal CF,14,1088,19.24,73.8
Spain_Primera_Division,2025-2026,Villarreal CF,15,1111,21.54,61.4
Spain_Primera_Division,2025-2026,Valencia CF,0,1334,22.6,58.2
Spain_Primera_Division,2025-2026,Valencia CF,1,1008,18.61,74.6
Spain_Primera_Division,2025-2026,Valencia CF,2,1153,17.63,79.0
Spain_Primera_Division,2025-2026,Valencia CF,3,1112,17.34,84.8
Spain_Primera_Division,2025-2026,Valencia CF,4,995,16.03,88.3
Spain_Primera_Division,2025-2026,Valencia CF,5,722,14.48,93.4
Spain_Primera_Division,2025-2026,Valencia CF,6,557,15.18,95.7
Spain_Primera_Division,2025-2026,Valencia CF,7,469,13.56,93.4
Spain_Primera_Division,2025-2026,Valencia CF,8,513,14.01,92.8
Spain_Primera_Division,2025-2026,Valencia CF,9,590,14.6,94.4
Spain_Primera_Division,2025-2026,Valencia CF,10,702,14.69,93.2
Spain_Primera_Division,2025-2026,Valencia CF,11,921,15.94,90.9
Spain_Primera_Division,2025-2026,Valencia CF,12,1164,17.76,82.6
Spain_Primera_Division,2025-2026,Valencia CF,13,1123,19.29,81.1
Spain_Primera_Division,2025-2026,Valencia CF,14,1063,19.61,72.1
Spain_Primera_Division,2025-2026,Valencia CF,15,1233,22.84,56.9
France_Ligue_1,2025-2026,Le Havre AC,0,1238,23.34,55.3
France_Ligue_1,2025-2026,Le Havre AC,1,841,20.51,71.7
France_Ligue_1,2025-2026,Le Havre AC,2,990,17.97,81.5
France_Ligue_1,2025-2026,Le Havre AC,3,1084,18.41,82.7
France_Ligue_1,2025-2026,Le Havre AC,4,715,16.68,88.4
France_Ligue_1,2025-2026,Le Havre AC,5,523,15.18,93.9
France_Ligue_1,2025-2026,Le Havre AC,6,445,15.77,95.3
France_Ligue_1,2025-2026,Le Havre AC,7,451,14.06,93.8
France_Ligue_1,2025-2026,Le Havre AC,8,420,13.38,94.5
France_Ligue_1,2025-2026,Le Havre AC,9,470,15.9,96.4
France_Ligue_1,2025-2026,Le Havre AC,10,583,15.13,95.5
France_Ligue_1,2025-2026,Le Havre AC,11,707,16.9,87.7
France_Ligue_1,2025-2026,Le Havre AC,12,997,18.36,82.1
France_Ligue_1,2025-2026,Le Havre AC,13,962,18.78,80.8
France_Ligue_1,2025-2026,Le Havre AC,14,787,19.6,69.1
France_Ligue_1,2025-2026,Le Havre AC,15,1169,23.77,57.5
France_Ligue_1,2025-2026,Stade Brestois 29,0,1228,25.54,51.4
France_Ligue_1,2025-2026,Stade Brestois 29,1,887,20.93,65.8
France_Ligue_1,2025-2026,Stade Brestois 29,2,967,19.79,77.9
France_Ligue_1,2025-2026,Stade Brestois 29,3,849,18.7,82.4
France_Ligue_1,2025-2026,Stade Brestois 29,4,671,17.5,89.7
France_Ligue_1,2025-2026,Stade Brestois 29,5,554,15.97,91.7
France_Ligue_1,2025-2026,Stade Brestois 29,6,546,16.25,94.0
France_Ligue_1,2025-2026,Stade Brestois 29,7,431,15.24,93.0
France_Ligue_1,2025-2026,Stade Brestois 29,8,490,14.63,93.9
France_Ligue_1,2025-2026,Stade Brestois 29,9,533,14.56,94.4
France_Ligue_1,2025-2026,Stade Brestois 29,10,599,15.3,93.2
France_Ligue_1,2025-2026,Stade Brestois 29,11,693,17.84,92.6
France_Ligue_1,2025-2026,Stade Brestois 29,12,894,19.07,87.0
France_Ligue_1,2025-2026,Stade Brestois 29,13,926,19.61,76.8
France_Ligue_1,2025-2026,Stade Brestois 29,14,799,20.04,68.2
France_Ligue_1,2025-2026,Stade Brestois 29,15,1026,23.57,52.1
France_Ligue_1,2025-2026,Paris Saint-Germain FC,0,1410,17.33,75.7
France_Ligue_1,2025-2026,Paris Saint-Germain FC,1,1515,16.24,86.7
France_Ligue_1,2025-2026,Paris Saint-Germain FC,2,1789,17.18,89.1
France_Ligue_1,2025-2026,Paris Saint-Germain FC,3,2129,17.11,92.0
France_Ligue_1,2025-2026,Paris Saint-Germain FC,4,2006,16.25,94.5
France_Ligue_1,2025-2026,Paris Saint-Germain FC,5,1347,14.86,97.0
France_Ligue_1,2025-2026,Paris Saint-Germain FC,6,984,14.48,97.4
France_Ligue_1,2025-2026,Paris Saint-Germain FC,7,754,13.81,95.8
France_Ligue_1,2025-2026,Paris Saint-Germain FC,8,807,13.65,96.5
France_Ligue_1,2025-2026,Paris Saint-Germain FC,9,990,13.67,96.8
France_Ligue_1,2025-2026,Paris Saint-Germain FC,10,1288,14.48,96.3
France_Ligue_1,2025-2026,Paris Saint-Germain FC,11,1893,16.88,93.9
France_Ligue_1,2025-2026,Paris Saint-Germain FC,12,2033,17.1,92.1
France_Ligue_1,2025-2026,Paris Saint-Germain FC,13,1907,17.25,90.8
France_Ligue_1,2025-2026,Paris Saint-Germain FC,14,1522,16.82,85.0
France_Ligue_1,2025-2026,Paris Saint-Germain FC,15,1369,18.6,72.5
France_Ligue_1,2025-2026,FC Lorient,0,1260,21.71,61.1
France_Ligue_1,2025-2026,FC Lorient,1,946,18.02,75.2
France_Ligue_1,2025-2026,FC Lorient,2,1138,17.95,83.7
France_Ligue_1,2025-2026,FC Lorient,3,951,17.84,85.6
France_Ligue_1,2025-2026,FC Lorient,4,815,15.89,91.8
France_Ligue_1,2025-2026,FC Lorient,5,712,15.91,95.4
France_Ligue_1,2025-2026,FC Lorient,6,614,15.53,96.7
France_Ligue_1,2025-2026,FC Lorient,7,528,14.18,94.9
France_Ligue_1,2025-2026,FC Lorient,8,556,14.09,94.8
France_Ligue_1,2025-2026,FC Lorient,9,619,14.93,95.2
France_Ligue_1,2025-2026,FC Lorient,10,708,15.14,96.0
France_Ligue_1,2025-2026,FC Lorient,11,785,17.11,90.6
France_Ligue_1,2025-2026,FC Lorient,12,987,18.46,87.9
France_Ligue_1,2025-2026,FC Lorient,13,1078,18.66,84.7
France_Ligue_1,2025-2026,FC Lorient,14,944,18.34,75.6
France_Ligue_1,2025-2026,FC Lorient,15,1184,20.96,62.6
France_Ligue_1,2025-2026,Olympique de Marseille,0,1345,18.03,67.4
France_Ligue_1,2025-2026,Olympique de Marseille,1,1265,17.7,79.9
France_Ligue_1,2025-2026,Olympique de Marseille,2,1535,17.77,87.2
France_Ligue_1,2025-2026,Olympique de Marseille,3,1360,17.27,88.6
France_Ligue_1,2025-2026,Olympique de Marseille,4,1167,15.84,91.3
France_Ligue_1,2025-2026,Olympique de Marseille,5,937,13.84,95.2
France_Ligue_1,2025-2026,Olympique de Marseille,6,739,14.23,96.9
France_Ligue_1,2025-2026,Olympique de Marseille,7,584,12.83,97.3
France_Ligue_1,2025-2026,Olympique de Marseille,8,713,12.63,96.1
France_Ligue_1,2025-2026,Olympique de Marseille,9,748,13.2,96.7
France_Ligue_1,2025-2026,Olympique de Marseille,10,954,13.67,97.0
France_Ligue_1,2025-2026,Olympique de Marseille,11,1175,15.54,93.4
France_Ligue_1,2025-2026,Olympique de Marseille,12,1389,16.74,87.9
France_Ligue_1,2025-2026,Olympique de Marseille,13,1436,17.4,88.6
France_Ligue_1,2025-2026,Olympique de Marseille,14,1277,17.12,82.1
France_Ligue_1,2025-2026,Olympique de Marseille,15,1233,18.3,69.3
France_Ligue_1,2025-2026,Angers Sporting Club de l'Ouest,0,1261,21.32,58.5
France_Ligue_1,2025-2026,Angers Sporting Club de l'Ouest,1,935,18.4,72.8
France_Ligue_1,2025-2026,Angers Sporting Club de l'Ouest,2,1005,17.01,82.9
France_Ligue_1,2025-2026,Angers Sporting Club de l'Ouest,3,1062,17.66,86.7
France_Ligue_1,2025-2026,Angers Sporting Club de l'Ouest,4,841,16.43,90.1
France_Ligue_1,2025-2026,Angers Sporting Club de l'Ouest,5,615,14.9,94.5
France_Ligue_1,2025-2026,Angers Sporting Club de l'Ouest,6,447,14.54,94.9
France_Ligue_1,2025-2026,Angers Sporting Club de l'Ouest,7,420,13.18,94.3
France_Ligue_1,2025-2026,Angers Sporting Club de l'Ouest,8,471,12.37,91.7
France_Ligue_1,2025-2026,Angers Sporting Club de l'Ouest,9,486,13.48,94.7
France_Ligue_1,2025-2026,Angers Sporting Club de l'Ouest,10,565,14.17,91.2
France_Ligue_1,2025-2026,Angers Sporting Club de l'Ouest,11,767,16.39,88.8
France_Ligue_1,2025-2026,Angers Sporting Club de l'Ouest,12,1119,17.37,86.0
France_Ligue_1,2025-2026,Angers Sporting Club de l'Ouest,13,991,17.27,82.5
France_Ligue_1,2025-2026,Angers Sporting Club de l'Ouest,14,873,18.79,74.5
France_Ligue_1,2025-2026,Angers Sporting Club de l'Ouest,15,1168,20.52,62.5
France_Ligue_1,2025-2026,FC Metz,0,1234,21.92,60.5
France_Ligue_1,2025-2026,FC Metz,1,994,19.38,78.4
France_Ligue_1,2025-2026,FC Metz,2,1139,18.85,84.3
France_Ligue_1,2025-2026,FC Metz,3,1119,17.92,87.8
France_Ligue_1,2025-2026,FC Metz,4,928,17.07,92.9
France_Ligue_1,2025-2026,FC Metz,5,781,15.55,95.4
France_Ligue_1,2025-2026,FC Metz,6,625,15.07,96.6
France_Ligue_1,2025-2026,FC Metz,7,520,13.92,96.7
France_Ligue_1,2025-2026,FC Metz,8,674,13.61,96.3
France_Ligue_1,2025-2026,FC Metz,9,625,14.64,96.5
France_Ligue_1,2025-2026,FC Metz,10,747,15.01,96.9
France_Ligue_1,2025-2026,FC Metz,11,962,17.12,91.4
France_Ligue_1,2025-2026,FC Metz,12,1205,18.23,87.1
France_Ligue_1,2025-2026,FC Metz,13,1157,18.79,82.9
France_Ligue_1,2025-2026,FC Metz,14,993,19.28,77.3
France_Ligue_1,2025-2026,FC Metz,15,1036,21.09,59.9
France_Ligue_1,2025-2026,Racing Club de Lens,0,1339,20.36,64.7
France_Ligue_1,2025-2026,Racing Club de Lens,1,1092,17.55,77.8
France_Ligue_1,2025-2026,Racing Club de Lens,2,1266,18.01,82.9
France_Ligue_1,2025-2026,Racing Club de Lens,3,1326,17.77,86.7
France_Ligue_1,2025-2026,Racing Club de Lens,4,960,15.99,89.6
France_Ligue_1,2025-2026,Racing Club de Lens,5,696,14.45,94.7
France_Ligue_1,2025-2026,Racing Club de Lens,6,591,14.68,93.7
France_Ligue_1,2025-2026,Racing Club de Lens,7,537,13.33,94.6
France_Ligue_1,2025-2026,Racing Club de Lens,8,497,13.91,95.6
France_Ligue_1,2025-2026,Racing Club de Lens,9,634,14.06,96.1
France_Ligue_1,2025-2026,Racing Club de Lens,10,689,14.18,93.9
France_Ligue_1,2025-2026,Racing Club de Lens,11,893,16.3,91.0
France_Ligue_1,2025-2026,Racing Club de Lens,12,1343,17.91,85.8
France_Ligue_1,2025-2026,Racing Club de Lens,13,1318,18.6,83.6
France_Ligue_1,2025-2026,Racing Club de Lens,14,992,17.86,75.1
France_Ligue_1,2025-2026,Racing Club de Lens,15,1250,20.56,64.2
France_Ligue_1,2025-2026,FC Nantes,0,1254,23.3,55.1
France_Ligue_1,2025-2026,FC Nantes,1,815,20.05,67.4
France_Ligue_1,2025-2026,FC Nantes,2,810,18.78,77.8
France_Ligue_1,2025-2026,FC Nantes,3,803,18.11,84.8
France_Ligue_1,2025-2026,FC Nantes,4,725,16.93,87.6
France_Ligue_1,2025-2026,FC Nantes,5,522,15.77,95.6
France_Ligue_1,2025-2026,FC Nantes,6,416,14.81,93.3
France_Ligue_1,2025-2026,FC Nantes,7,342,14.42,93.3
France_Ligue_1,2025-2026,FC Nantes,8,362,13.74,90.1
France_Ligue_1,2025-2026,FC Nantes,9,418,15.01,95.9
France_Ligue_1,2025-2026,FC Nantes,10,495,15.19,93.3
France_Ligue_1,2025-2026,FC Nantes,11,642,16.9,89.7
France_Ligue_1,2025-2026,FC Nantes,12,875,18.06,85.6
France_Ligue_1,2025-2026,FC Nantes,13,822,17.81,80.2
France_Ligue_1,2025-2026,FC Nantes,14,757,19.29,68.7
France_Ligue_1,2025-2026,FC Nantes,15,1181,23.58,55.3
France_Ligue_1,2025-2026,AS Monaco FC,0,1329,19.48,61.1
France_Ligue_1,2025-2026,AS Monaco FC,1,1220,17.63,74.3
France_Ligue_1,2025-2026,AS Monaco FC,2,1389,17.16,83.9
France_Ligue_1,2025-2026,AS Monaco FC,3,1262,17.1,86.0
France_Ligue_1,2025-2026,AS Monaco FC,4,945,15.74,89.3
France_Ligue_1,2025-2026,AS Monaco FC,5,678,14.19,94.1
France_Ligue_1,2025-2026,AS Monaco FC,6,601,13.8,95.8
France_Ligue_1,2025-2026,AS Monaco FC,7,582,13.18,95.9
France_Ligue_1,2025-2026,AS Monaco FC,8,582,12.4,93.8
France_Ligue_1,2025-2026,AS Monaco FC,9,617,13.41,95.8
France_Ligue_1,2025-2026,AS Monaco FC,10,688,13.83,95.1
France_Ligue_1,2025-2026,AS Monaco FC,11,885,16.19,89.4
France_Ligue_1,2025-2026,AS Monaco FC,12,1177,17.22,87.7
France_Ligue_1,2025-2026,AS Monaco FC,13,1279,17.65,84.1
France_Ligue_1,2025-2026,AS Monaco FC,14,1088,17.73,75.3
France_Ligue_1,2025-2026,AS Monaco FC,15,1300,19.04,62.2
France_Ligue_1,2025-2026,Lille OSC,0,1414,20.37,66.7
France_Ligue_1,2025-2026,Lille OSC,1,1152,18.64,75.5
France_Ligue_1,2025-2026,Lille OSC,2,1333,17.7,86.0
